Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
60, 1.00000, 15004.2, -3.35648, 14881.6, -124.23, 14958.9, 116.149, 8.45873, -39.7828, 8.49636, -162.097, 6.99498, 91.7347
60, 1.00833, 12115.7, -1.09427, 12667.8, -124.246, 12796.1, 116.918, 15.8152, -39.0515, 16.0515, -159.681, 13.8805, 93.3581
61, 1.01667, 1.82947, 48.9475, 59.7282, -30.2447, 61.4566, 150.083, 0.00506913, -48.3154, 0.964841, 120.003, 0.96881, -59.9984
62, 1.02500, 1.84025, 48.5846, 59.9181, -30.0962, 61.6543, 150.236, 0.00508409, -48.1783, 0.964811, 119.997, 0.968781, -60.0036
62, 1.03333, 1.85109, 48.2232, 60.1094, -29.9486, 61.8535, 150.388, 0.00509914, -48.0438, 0.96478, 119.992, 0.96875, -60.0088
63, 1.04167, 1.86201, 47.8633, 60.3021, -29.8021, 62.054, 150.538, 0.00511427, -47.9115, 0.964749, 119.986, 0.96872, -60.0139
63, 1.05000, 1.87299, 47.5049, 60.4961, -29.6565, 62.256, 150.688, 0.00512947, -47.7817, 0.964718, 119.98, 0.968689, -60.019
63, 1.05833, 1.88405, 47.148, 60.6915, -29.5118, 62.4594, 150.837, 0.00514475, -47.6541, 0.964687, 119.974, 0.968657, -60.024
64, 1.06667, 1.89517, 46.7925, 60.8883, -29.3682, 62.6643, 150.984, 0.0051601, -47.5288, 0.964655, 119.969, 0.968625, -60.0291
65, 1.07500, 1.90637, 46.4384, 61.0864, -29.2255, 62.8706, 151.131, 0.00517553, -47.4058, 0.964622, 119.963, 0.968593, -60.034
65, 1.08333, 1.91763, 46.0858, 61.2859, -29.0839, 63.0783, 151.277, 0.00519103, -47.2849, 0.96459, 119.958, 0.968561, -60.039
66, 1.09167, 1.92896, 45.7344, 61.4867, -28.9432, 63.2874, 151.421, 0.0052066, -47.1662, 0.964557, 119.952, 0.968528, -60.0439
66, 1.10000, 1.94037, 45.3845, 61.6889, -28.8035, 63.498, 151.565, 0.00522224, -47.0496, 0.964523, 119.947, 0.968495, -60.0487
66, 1.10833, 1.95184, 45.0359, 61.8925, -28.6648, 63.71, 151.708, 0.00523795, -46.9351, 0.96449, 119.941, 0.968462, -60.0535
67, 1.11667, 1.96338, 44.6886, 62.0974, -28.5271, 63.9234, 151.85, 0.00525373, -46.8227, 0.964455, 119.936, 0.968428, -60.0583
68, 1.12500, 1.975, 44.3426, 62.3037, -28.3904, 64.1382, 151.99, 0.00526957, -46.7123, 0.964421, 119.931, 0.968394, -60.0631
68, 1.13333, 1.98668, 43.9979, 62.5113, -28.2547, 64.3545, 152.13, 0.00528549, -46.6039, 0.964386, 119.925, 0.968359, -60.0678
69, 1.14167, 1.99843, 43.6545, 62.7203, -28.12, 64.5722, 152.269, 0.00530147, -46.4975, 0.964351, 119.92, 0.968324, -60.0725
69, 1.15000, 2.01025, 43.3122, 62.9306, -27.9863, 64.7913, 152.406, 0.00531752, -46.393, 0.964316, 119.915, 0.968289, -60.0771
69, 1.15833, 2.02215, 42.9712, 63.1423, -27.8536, 65.0119, 152.543, 0.00533363, -46.2904, 0.96428, 119.91, 0.968254, -60.0818
70, 1.16667, 2.03411, 42.6314, 63.3554, -27.7219, 65.2339, 152.679, 0.00534981, -46.1896, 0.964244, 119.905, 0.968218, -60.0864
71, 1.17500, 2.04614, 42.2927, 63.5699, -27.5913, 65.4573, 152.813, 0.00536605, -46.0908, 0.964207, 119.899, 0.968181, -60.0909
71, 1.18333, 2.05825, 41.9552, 63.7856, -27.4616, 65.6821, 152.947, 0.00538236, -45.9937, 0.96417, 119.894, 0.968145, -60.0955
72, 1.19167, 2.07043, 41.6188, 64.0028, -27.333, 65.9084, 153.079, 0.00539873, -45.8985, 0.964133, 119.889, 0.968108, -60.1
72, 1.20000, 2.08267, 41.2836, 64.2213, -27.2053, 66.1361, 153.211, 0.00541516, -45.805, 0.964095, 119.884, 0.968071, -60.1044
72, 1.20833, 2.09499, 40.9494, 64.4411, -27.0787, 66.3652, 153.342, 0.00543166, -45.7133, 0.964057, 119.879, 0.968033, -60.1089
73, 1.21667, 2.10738, 40.6162, 64.6624, -26.9531, 66.5958, 153.471, 0.00544822, -45.6232, 0.964019, 119.874, 0.967995, -60.1133
74, 1.22500, 2.11984, 40.2842, 64.885, -26.8285, 66.8277, 153.6, 0.00546484, -45.5349, 0.96398, 119.869, 0.967957, -60.1177
74, 1.23333, 2.13237, 39.9531, 65.1089, -26.7049, 67.0611, 153.727, 0.00548152, -45.4482, 0.963941, 119.865, 0.967918, -60.122
75, 1.24167, 2.14497, 39.623, 65.3342, -26.5823, 67.296, 153.854, 0.00549826, -45.3632, 0.963902, 119.86, 0.967879, -60.1264
75, 1.25000, 2.15764, 39.294, 65.5609, -26.4607, 67.5323, 153.979, 0.00551506, -45.2798, 0.963862, 119.855, 0.96784, -60.1307
75, 1.25833, 2.17039, 38.9659, 65.7889, -26.3401, 67.77, 154.104, 0.00553193, -45.198, 0.963822, 119.85, 0.9678, -60.135
76, 1.26667, 2.18321, 38.6387, 66.0183, -26.2206, 68.0092, 154.227, 0.00554885, -45.1178, 0.963782, 119.845, 0.96776, -60.1392
77, 1.27500, 2.1961, 38.3124, 66.2491, -26.102, 68.2498, 154.35, 0.00556584, -45.0391, 0.963741, 119.84, 0.96772, -60.1435
