Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
60, 1.00000, 14571.1, -0.769798, 14814, -120.934, 14798.2, 119.285, 51.9681, -13.2287, 40.1803, -126.734, 38.8659, 119.122
60, 1.00833, 14015.4, -0.30954, 14441.9, -120.855, 14441.7, 119.655, 100.914, -26.7581, 78.3495, -143.898, 72.8188, 101.545
61, 1.01667, 0.291714, -13.9257, 8.95283, -85.1174, 9.2664, 95.2552, 0.0125232, -99.2734, 0.905215, 56.0774, 0.920793, -123.953
62, 1.02500, 0.293551, -14.2809, 8.98725, -84.9557, 9.30234, 95.4219, 0.0125559, -99.1033, 0.905749, 56.0122, 0.921352, -124.016
62, 1.03333, 0.295398, -14.6343, 9.0219, -84.7954, 9.33852, 95.5872, 0.0125886, -98.9347, 0.906288, 55.9472, 0.921916, -124.08
63, 1.04167, 0.297256, -14.986, 9.05677, -84.6363, 9.37493, 95.7512, 0.0126213, -98.7674, 0.906831, 55.8822, 0.922485, -124.143
63, 1.05000, 0.299125, -15.336, 9.09186, -84.4786, 9.41158, 95.9138, 0.0126541, -98.6014, 0.907379, 55.8174, 0.923059, -124.207
63, 1.05833, 0.301004, -15.6843, 9.12718, -84.3223, 9.44846, 96.0751, 0.0126869, -98.4368, 0.907931, 55.7528, 0.923638, -124.27
64, 1.06667, 0.302894, -16.031, 9.16272, -84.1672, 9.48558, 96.235, 0.0127197, -98.2733, 0.908489, 55.6882, 0.924222, -124.333
65, 1.07500, 0.304794, -16.376, 9.19847, -84.0135, 9.52293, 96.3936, 0.0127525, -98.1109, 0.909051, 55.6238, 0.924811, -124.396
65, 1.08333, 0.306704, -16.7194, 9.23445, -83.8612, 9.5605, 96.5508, 0.0127853, -97.9497, 0.909617, 55.5595, 0.925405, -124.459
66, 1.09167, 0.308626, -17.0612, 9.27065, -83.7101, 9.59832, 96.7067, 0.0128182, -97.7896, 0.910189, 55.4952, 0.926004, -124.522
66, 1.10000, 0.310558, -17.4015, 9.30707, -83.5604, 9.63637, 96.8612, 0.0128511, -97.6305, 0.910766, 55.4311, 0.926609, -124.584
66, 1.10833, 0.3125, -17.7402, 9.34371, -83.4121, 9.67464, 97.0144, 0.012884, -97.4724, 0.911347, 55.3671, 0.927218, -124.647
67, 1.11667, 0.314454, -18.0775, 9.38058, -83.265, 9.71315, 97.1663, 0.0129169, -97.3152, 0.911933, 55.3031, 0.927833, -124.71
68, 1.12500, 0.316418, -18.4133, 9.41765, -83.1193, 9.75189, 97.3169, 0.0129498, -97.1589, 0.912524, 55.2392, 0.928453, -124.772
68, 1.13333, 0.318392, -18.7477, 9.45495, -82.9749, 9.79086, 97.4661, 0.0129828, -97.0035, 0.91312, 55.1754, 0.929078, -124.835
69, 1.14167, 0.320377, -19.0807, 9.49247, -82.8317, 9.83007, 97.614, 0.0130158, -96.8489, 0.913721, 55.1117, 0.929709, -124.897
69, 1.15000, 0.322373, -19.4122, 9.5302, -82.69, 9.8695, 97.7605, 0.0130488, -96.6951, 0.914327, 55.048, 0.930344, -124.959
69, 1.15833, 0.32438, -19.7424, 9.56816, -82.5495, 9.90916, 97.9058, 0.0130818, -96.542, 0.914938, 54.9844, 0.930986, -125.021
70, 1.16667, 0.326397, -20.0714, 9.60633, -82.4103, 9.94905, 98.0497, 0.0131149, -96.3896, 0.915554, 54.9208, 0.931632, -125.084
