Freq, Harmonic, V1, VAngle1, I1, IAngle1
60, 1.00000, 14775.1, -2.35645, 11.5629, -26.5531
60, 1.00833, 13034.3, -1.67915, 21.8044, -28.0834
61, 1.01667, 0.978409, -14.0618, 0.000766407, -38.2209
62, 1.02500, 0.984591, -14.416, 0.000769703, -38.5492
62, 1.03333, 0.990807, -14.7684, 0.00077301, -38.8765
63, 1.04167, 0.99706, -15.1191, 0.00077633, -39.2027
63, 1.05000, 1.00335, -15.4681, 0.000779662, -39.5278
63, 1.05833, 1.00967, -15.8154, 0.000783005, -39.8518
64, 1.06667, 1.01603, -16.161, 0.00078636, -40.1748
65, 1.07500, 1.02242, -16.505, 0.000789725, -40.4967
65, 1.08333, 1.02885, -16.8474, 0.000793102, -40.8175
66, 1.09167, 1.03532, -17.1882, 0.00079649, -41.1372
66, 1.10000, 1.04181, -17.5274, 0.000799889, -41.4558
66, 1.10833, 1.04835, -17.8651, 0.000803298, -41.7733
67, 1.11667, 1.05492, -18.2014, 0.000806718, -42.0898
68, 1.12500, 1.06153, -18.5361, 0.000810148, -42.4052
68, 1.13333, 1.06817, -18.8694, 0.000813588, -42.7195
69, 1.14167, 1.07484, -19.2013, 0.000817039, -43.0327
69, 1.15000, 1.08156, -19.5318, 0.0008205, -43.3449
69, 1.15833, 1.08831, -19.861, 0.00082397, -43.656
70, 1.16667, 1.09509, -20.1888, 0.000827451, -43.9661
71, 1.17500, 1.10191, -20.5153, 0.000830941, -44.2751
71, 1.18333, 1.10877, -20.8405, 0.00083444, -44.583
72, 1.19167, 1.11566, -21.1645, 0.00083795, -44.89
72, 1.20000, 1.12259, -21.4872, 0.000841469, -45.1959
72, 1.20833, 1.12955, -21.8087, 0.000844998, -45.5008
73, 1.21667, 1.13655, -22.1291, 0.000848536, -45.8047
74, 1.22500, 1.14359, -22.4483, 0.000852083, -46.1075
74, 1.23333, 1.15066, -22.7663, 0.00085564, -46.4094
75, 1.24167, 1.15777, -23.0833, 0.000859206, -46.7103
75, 1.25000, 1.16492, -23.3992, 0.000862781, -47.0102
75, 1.25833, 1.1721, -23.714, 0.000866366, -47.3092
76, 1.26667, 1.17932, -24.0278, 0.00086996, -47.6072
77, 1.27500, 1.18658, -24.3405, 0.000873563, -47.9042
77, 1.28333, 1.19387, -24.6523, 0.000877175, -48.2003
78, 1.29167, 1.20121, -24.9632, 0.000880797, -48.4955
78, 1.30000, 1.20858, -25.273, 0.000884427, -48.7897
78, 1.30833, 1.21598, -25.582, 0.000888067, -49.0831
79, 1.31667, 1.22343, -25.8901, 0.000891716, -49.3755
80, 1.32500, 1.23091, -26.1973, 0.000895374, -49.6671
80, 1.33333, 1.23843, -26.5036, 0.000899041, -49.9578
81, 1.34167, 1.24599, -26.8092, 0.000902717, -50.2476
81, 1.35000, 1.25358, -27.1139, 0.000906403, -50.5366
81, 1.35833, 1.26122, -27.4179, 0.000910097, -50.8247
82, 1.36667, 1.26889, -27.7211, 0.000913801, -51.1121
83, 1.37500, 1.2766, -28.0235, 0.000917514, -51.3985
83, 1.38333, 1.28435, -28.3253, 0.000921236, -51.6842
84, 1.39167, 1.29214, -28.6264, 0.000924968, -51.9691
84, 1.40000, 1.29996, -28.9267, 0.000928709, -52.2533
84, 1.40833, 1.30783, -29.2265, 0.000932459, -52.5366
85, 1.41667, 1.31574, -29.5256, 0.000936219, -52.8192
86, 1.42500, 1.32368, -29.8241, 0.000939987, -53.1011
86, 1.43333, 1.33167, -30.122, 0.000943766, -53.3822
87, 1.44167, 1.33969, -30.4194, 0.000947553, -53.6626
87, 1.45000, 1.34776, -30.7162, 0.00095135, -53.9423
87, 1.45833, 1.35586, -31.0125, 0.000955157, -54.2213
88, 1.46667, 1.36401, -31.3083, 0.000958973, -54.4997
89, 1.47500, 1.37219, -31.6035, 0.000962799, -54.7774
89, 1.48333, 1.38041, -31.8984, 0.000966634, -55.0544
90, 1.49167, 1.38868, -32.1928, 0.000970479, -55.3308
90, 1.50000, 1.39699, -32.4867, 0.000974333, -55.6066
90, 1.50833, 1.40534, -32.7803, 0.000978198, -55.8818
91, 1.51667, 1.41372, -33.0735, 0.000982072, -56.1564
92, 1.52500, 1.42215, -33.3663, 0.000985955, -56.4303
92, 1.53333, 1.43062, -33.6587, 0.000989849, -56.7038
93, 1.54167, 1.43914, -33.9509, 0.000993753, -56.9767
93, 1.55000, 1.44769, -34.2427, 0.000997666, -57.249
93, 1.55833, 1.45629, -34.5343, 0.00100159, -57.5208
94, 1.56667, 1.46493, -34.8256, 0.00100552, -57.7921
94, 1.57500, 1.47361, -35.1166, 0.00100947, -58.0629
95, 1.58333, 1.48233, -35.4074, 0.00101342, -58.3332
96, 1.59167, 1.49109, -35.698, 0.00101738, -58.6031
96, 1.60000, 1.4999, -35.9883, 0.00102136, -58.8725
96, 1.60833, 1.50875, -36.2785, 0.00102534, -59.1414
97, 1.61667, 1.51764, -36.5686, 0.00102933, -59.41
98, 1.62500, 1.52658, -36.8585, 0.00103334, -59.6781
98, 1.63333, 1.53556, -37.1483, 0.00103735, -59.9458
99, 1.64167, 1.54458, -37.438, 0.00104138, -60.2131
99, 1.65000, 1.55364, -37.7275, 0.00104541, -60.4801
99, 1.65833, 1.56275, -38.0171, 0.00104946, -60.7467
100, 1.66667, 1.5719, -38.3065, 0.00105351, -61.013
101, 1.67500, 1.5811, -38.596, 0.00105758, -61.2789
101, 1.68333, 1.59034, -38.8854, 0.00106165, -61.5445
102, 1.69167, 1.59962, -39.1748, 0.00106574, -61.8099
102, 1.70000, 1.60895, -39.4643, 0.00106984, -62.075
102, 1.70833, 1.61832, -39.7537, 0.00107395, -62.3397
