1.0,100,0
1.008333,100,0
1.016667,100,0
1.025,100,0
1.033333,100,0
1.041667,100,0
1.05,100,0
1.058333,100,0
1.066667,100,0
1.075,100,0
1.083333,100,0
1.091667,100,0
1.1,100,0
1.108333,100,0
1.116667,100,0
1.125,100,0
1.133333,100,0
1.141667,100,0
1.15,100,0
1.158333,100,0
1.166667,100,0
1.175,100,0
1.183333,100,0
1.191667,100,0
1.2,100,0
1.208333,100,0
1.216667,100,0
1.225,100,0
1.233333,100,0
1.241667,100,0
1.25,100,0
1.258333,100,0
1.266667,100,0
1.275,100,0
1.283333,100,0
1.291667,100,0
1.3,100,0
1.308333,100,0
1.316667,100,0
1.325,100,0
1.333333,100,0
1.341667,100,0
1.35,100,0
1.358333,100,0
1.366667,100,0
1.375,100,0
1.383333,100,0
1.391667,100,0
1.4,100,0
1.408333,100,0
1.416667,100,0
1.425,100,0
1.433333,100,0
1.441667,100,0
1.45,100,0
1.458333,100,0
1.466667,100,0
1.475,100,0
1.483333,100,0
1.491667,100,0
1.5,100,0
1.508333,100,0
1.516667,100,0
1.525,100,0
1.533333,100,0
1.541667,100,0
1.55,100,0
1.558333,100,0
1.566667,100,0
1.575,100,0
1.583333,100,0
1.591667,100,0
1.6,100,0
1.608333,100,0
1.616667,100,0
1.625,100,0
1.633333,100,0
1.641667,100,0
1.65,100,0
1.658333,100,0
1.666667,100,0
1.675,100,0
1.683333,100,0
1.691667,100,0
1.7,100,0
1.708333,100,0
1.716667,100,0
1.725,100,0
1.733333,100,0
1.741667,100,0
1.75,100,0
1.758333,100,0
1.766667,100,0
1.775,100,0
1.783333,100,0
1.791667,100,0
1.8,100,0
1.808333,100,0
1.816667,100,0
1.825,100,0
1.833333,100,0
1.841667,100,0
1.85,100,0
1.858333,100,0
1.866667,100,0
1.875,100,0
1.883333,100,0
1.891667,100,0
1.9,100,0
1.908333,100,0
1.916667,100,0
1.925,100,0
1.933333,100,0
1.941667,100,0
1.95,100,0
1.958333,100,0
1.966667,100,0
1.975,100,0
1.983333,100,0
1.991667,100,0
2.0,100,0
2.008333,100,0
2.016667,100,0
2.025,100,0
2.033333,100,0
2.041667,100,0
2.05,100,0
2.058333,100,0
2.066667,100,0
2.075,100,0
2.083333,100,0
2.091667,100,0
2.1,100,0
2.108333,100,0
2.116667,100,0
2.125,100,0
2.133333,100,0
2.141667,100,0
2.15,100,0
2.158333,100,0
2.166667,100,0
2.175,100,0
2.183333,100,0
2.191667,100,0
2.2,100,0
2.208333,100,0
2.216667,100,0
2.225,100,0
2.233333,100,0
2.241667,100,0
2.25,100,0
2.258333,100,0
2.266667,100,0
2.275,100,0
2.283333,100,0
2.291667,100,0
2.3,100,0
2.308333,100,0
2.316667,100,0
2.325,100,0
2.333333,100,0
2.341667,100,0
2.35,100,0
2.358333,100,0
2.366667,100,0
2.375,100,0
2.383333,100,0
2.391667,100,0
2.4,100,0
2.408333,100,0
2.416667,100,0
2.425,100,0
2.433333,100,0
2.441667,100,0
2.45,100,0
2.458333,100,0
2.466667,100,0
2.475,100,0
2.483333,100,0
2.491667,100,0
2.5,100,0
2.508333,100,0
2.516667,100,0
2.525,100,0
2.533333,100,0
2.541667,100,0
2.55,100,0
2.558333,100,0
2.566667,100,0
2.575,100,0
2.583333,100,0
2.591667,100,0
2.6,100,0
2.608333,100,0
2.616667,100,0
2.625,100,0
2.633333,100,0
2.641667,100,0
2.65,100,0
2.658333,100,0
2.666667,100,0
2.675,100,0
2.683333,100,0
2.691667,100,0
2.7,100,0
2.708333,100,0
2.716667,100,0
2.725,100,0
2.733333,100,0
2.741667,100,0
2.75,100,0
2.758333,100,0
2.766667,100,0
2.775,100,0
2.783333,100,0
2.791667,100,0
2.8,100,0
2.808333,100,0
2.816667,100,0
2.825,100,0
2.833333,100,0
2.841667,100,0
2.85,100,0
2.858333,100,0
2.866667,100,0
2.875,100,0
2.883333,100,0
2.891667,100,0
2.9,100,0
2.908333,100,0
2.916667,100,0
2.925,100,0
2.933333,100,0
2.941667,100,0
2.95,100,0
2.958333,100,0
2.966667,100,0
2.975,100,0
2.983333,100,0
2.991667,100,0
3.0,100,0
3.008333,100,0
3.016667,100,0
3.025,100,0
3.033333,100,0
3.041667,100,0
3.05,100,0
3.058333,100,0
3.066667,100,0
3.075,100,0
3.083333,100,0
3.091667,100,0
3.1,100,0
3.108333,100,0
3.116667,100,0
3.125,100,0
3.133333,100,0
3.141667,100,0
3.15,100,0
3.158333,100,0
3.166667,100,0
3.175,100,0
3.183333,100,0
3.191667,100,0
3.2,100,0
3.208333,100,0
3.216667,100,0
3.225,100,0
3.233333,100,0
3.241667,100,0
3.25,100,0
3.258333,100,0
3.266667,100,0
3.275,100,0
3.283333,100,0
3.291667,100,0
3.3,100,0
3.308333,100,0
3.316667,100,0
3.325,100,0
3.333333,100,0
3.341667,100,0
3.35,100,0
3.358333,100,0
3.366667,100,0
3.375,100,0
3.383333,100,0
3.391667,100,0
3.4,100,0
3.408333,100,0
3.416667,100,0
3.425,100,0
3.433333,100,0
3.441667,100,0
3.45,100,0
3.458333,100,0
3.466667,100,0
